Order ID,Order Date,Month,Quarter,Year,Region,Country,City,Customer Segment,Product Category,Product Name,Sales Channel,Sales Amount,Cost,Profit,Profit Margin %,Quantity Sold,Discount %,Shipping Cost,Delivery Status
ORD-10279,2024-03-25,Mar,Q1,2024,Africa,Egypt,Cairo,Small Business,Office Supplies,Ballpoint Pens,Direct Sales,18319.95,14600.06,3719.89,0.2031,36,0.2968,13.84,Delivered
ORD-10280,2024-11-01,Nov,Q4,2024,Africa,South Africa,Johannesburg,Enterprise,Office Supplies,Sticky Notes,Retail Store,8490.42,7171.86,1318.56,0.1553,47,0.3227,18.81,Delivered
ORD-10281,2024-07-31,Jul,Q3,2024,Africa,Egypt,Cairo,Consumer,Office Supplies,Stapler Set,Retail Store,6798.59,4894.66,1903.93,0.28,9,0.1075,14.73,Delivered
ORD-10282,2025-07-13,Jul,Q3,2025,Latin America,Mexico,Mexico City,Consumer,Office Supplies,Whiteboard,Online,12894.98,10836.26,2058.72,0.1597,25,0.0688,14.23,Delivered
ORD-10283,2024-07-12,Jul,Q3,2024,Asia-Pacific,India,Mumbai,Small Business,Furniture,Meeting Table,Retail Store,868.36,539.14,329.22,0.3791,41,0.0781,167.12,Delivered
ORD-10284,2024-11-03,Nov,Q4,2024,Africa,Kenya,Nairobi,Consumer,Technology,USB Hub,Direct Sales,23682.56,15840.68,7841.88,0.3311,1,0.1248,80.53,Delivered
ORD-10285,2024-05-07,May,Q2,2024,Latin America,Brazil,Rio de Janeiro,Consumer,Office Supplies,Sticky Notes,Direct Sales,19958.93,13036.8,6922.13,0.3468,33,0.3881,11.02,Delivered
ORD-10286,2024-11-10,Nov,Q4,2024,Africa,Kenya,Nairobi,Corporate,Technology,Laptop Pro,Online,10796.94,8658.33,2138.61,0.1981,5,0.2874,54.34,Delivered
ORD-10287,2025-04-27,Apr,Q2,2025,Asia-Pacific,Australia,Sydney,Enterprise,Office Supplies,Sticky Notes,Retail Store,16961.1,13653.6,3307.5,0.195,44,0.116,17.59,In Transit
ORD-10288,2025-06-02,Jun,Q2,2025,Asia-Pacific,India,Bengaluru,Enterprise,Office Supplies,Sticky Notes,Retail Store,4154.09,2495.24,1658.85,0.3993,33,0.2195,12.1,Delivered
ORD-10289,2024-10-09,Oct,Q4,2024,Latin America,Brazil,São Paulo,Corporate,Technology,Webcam 4K,Online,15177.07,9887.38,5289.69,0.3485,33,0.1143,94.84,Delayed
ORD-10290,2024-07-15,Jul,Q3,2024,Asia-Pacific,India,Bengaluru,Corporate,Electronics,"Tablet 10""",Online,18363.82,11870.68,6493.14,0.3536,23,0.0796,125.09,In Transit
ORD-10291,2025-02-07,Feb,Q1,2025,Africa,Egypt,Cairo,Corporate,Furniture,Office Chair,Online,11307.9,9495.66,1812.24,0.1603,10,0.0717,122.66,Delivered
ORD-10292,2024-11-13,Nov,Q4,2024,North America,Canada,Vancouver,Corporate,Furniture,Filing Cabinet,Online,13040.64,7457.51,5583.13,0.4281,7,0.1057,196.61,Delivered
ORD-10293,2024-07-26,Jul,Q3,2024,Europe,France,Paris,Enterprise,Furniture,Standing Desk,Distributor,4385.55,2649.1,1736.45,0.3959,47,0.3806,118.41,Delivered
ORD-10294,2024-04-17,Apr,Q2,2024,Asia-Pacific,Australia,Sydney,Small Business,Furniture,Meeting Table,Retail Store,9394.17,7020.46,2373.71,0.2527,27,0.2704,222.0,In Transit
ORD-10295,2025-03-18,Mar,Q1,2025,Latin America,Mexico,Mexico City,Enterprise,Furniture,Meeting Table,Direct Sales,2737.05,1572.65,1164.4,0.4254,10,0.2449,287.81,Delayed
ORD-10296,2024-09-04,Sep,Q3,2024,Latin America,Brazil,Rio de Janeiro,Corporate,Technology,Webcam 4K,Direct Sales,9701.78,6379.78,3322.0,0.3424,7,0.1012,116.61,Delivered
ORD-10297,2025-02-23,Feb,Q1,2025,North America,Canada,Vancouver,Corporate,Furniture,Office Chair,Retail Store,10896.21,5769.6,5126.61,0.4705,35,0.356,261.44,Delivered
ORD-10298,2025-01-01,Jan,Q1,2025,Latin America,Brazil,São Paulo,Small Business,Technology,Mechanical Keyboard,Retail Store,5806.38,3395.04,2411.34,0.4153,43,0.2551,97.12,Returned
ORD-10299,2025-11-10,Nov,Q4,2025,North America,Canada,Vancouver,Small Business,Electronics,"Tablet 10""",Online,2020.91,1335.07,685.84,0.3394,34,0.025,123.27,Delivered
ORD-10300,2024-11-09,Nov,Q4,2024,North America,USA,Chicago,Enterprise,Furniture,Standing Desk,Retail Store,20592.3,13160.68,7431.62,0.3609,13,0.3147,202.72,In Transit
ORD-10301,2025-08-25,Aug,Q3,2025,Asia-Pacific,India,Bengaluru,Consumer,Technology,Webcam 4K,Retail Store,8406.81,6733.34,1673.47,0.1991,28,0.3661,42.8,In Transit
ORD-10302,2024-07-05,Jul,Q3,2024,Africa,Nigeria,Lagos,Consumer,Furniture,Bookshelf,Distributor,10747.27,5916.76,4830.51,0.4495,36,0.214,256.8,In Transit
ORD-10303,2025-06-13,Jun,Q2,2025,Europe,UK,London,Corporate,Technology,Webcam 4K,Direct Sales,10250.06,8451.06,1799.0,0.1755,43,0.1964,48.43,Delivered
ORD-10304,2024-01-03,Jan,Q1,2024,Europe,Germany,Berlin,Consumer,Apparel,Work Boots,Online,23569.03,18500.37,5068.66,0.2151,50,0.3527,35.55,In Transit
ORD-10305,2024-03-09,Mar,Q1,2024,North America,Canada,Toronto,Enterprise,Electronics,Portable Charger,Direct Sales,6446.57,3917.76,2528.81,0.3923,24,0.3157,141.38,Delivered
ORD-10306,2025-01-23,Jan,Q1,2025,Latin America,Brazil,Rio de Janeiro,Corporate,Technology,Wireless Mouse,Retail Store,21920.35,11555.84,10364.51,0.4728,21,0.3614,106.31,Delayed
ORD-10307,2024-02-08,Feb,Q1,2024,North America,Canada,Vancouver,Corporate,Technology,USB Hub,Distributor,10421.45,6885.62,3535.83,0.3393,22,0.1184,72.89,Delivered
ORD-10308,2025-11-02,Nov,Q4,2025,Latin America,Mexico,Mexico City,Enterprise,Apparel,Corporate Polo,Distributor,17996.62,10867.71,7128.91,0.3961,6,0.3158,31.24,Delivered
ORD-10309,2025-02-17,Feb,Q1,2025,North America,USA,Chicago,Enterprise,Furniture,Bookshelf,Retail Store,15902.52,9130.64,6771.88,0.4258,36,0.0474,162.2,Delivered
ORD-10310,2025-11-09,Nov,Q4,2025,Asia-Pacific,Australia,Sydney,Enterprise,Office Supplies,Whiteboard,Online,10780.71,6944.42,3836.29,0.3558,19,0.2716,18.8,Delivered
ORD-10311,2024-12-19,Dec,Q4,2024,Asia-Pacific,Singapore,Singapore,Corporate,Technology,Wireless Mouse,Online,2973.33,2457.74,515.59,0.1734,49,0.1983,75.13,Delivered
ORD-10312,2024-10-08,Oct,Q4,2024,North America,Canada,Vancouver,Consumer,Furniture,Office Chair,Distributor,12744.35,9908.29,2836.06,0.2225,1,0.0072,113.81,Delivered
ORD-10313,2025-01-21,Jan,Q1,2025,Africa,South Africa,Johannesburg,Small Business,Furniture,Filing Cabinet,Direct Sales,18113.75,14598.95,3514.8,0.194,1,0.186,140.69,Delivered
ORD-10314,2024-12-29,Dec,Q4,2024,Asia-Pacific,India,Mumbai,Small Business,Apparel,Safety Vest,Distributor,22075.74,14203.72,7872.02,0.3566,3,0.0053,34.43,Delayed
ORD-10315,2025-10-19,Oct,Q4,2025,Asia-Pacific,India,Bengaluru,Enterprise,Electronics,"Tablet 10""",Direct Sales,1757.46,1109.69,647.77,0.3686,49,0.0296,130.38,Returned
ORD-10316,2024-11-30,Nov,Q4,2024,Latin America,Argentina,Buenos Aires,Consumer,Office Supplies,Stapler Set,Online,1843.09,965.87,877.22,0.476,14,0.149,13.04,Delivered
ORD-10317,2025-05-21,May,Q2,2025,Latin America,Argentina,Buenos Aires,Small Business,Furniture,Bookshelf,Direct Sales,5519.92,3980.94,1538.98,0.2788,49,0.1493,119.07,Delivered
ORD-10318,2025-05-18,May,Q2,2025,North America,Canada,Toronto,Enterprise,Technology,Wireless Mouse,Retail Store,18818.5,14405.1,4413.4,0.2345,39,0.271,41.17,In Transit
ORD-10319,2024-07-29,Jul,Q3,2024,Latin America,Brazil,São Paulo,Small Business,Electronics,"Tablet 10""",Distributor,18774.45,13365.42,5409.03,0.2881,17,0.1033,93.32,Delayed
ORD-10320,2025-05-04,May,Q2,2025,Africa,South Africa,Johannesburg,Corporate,Furniture,Filing Cabinet,Retail Store,17848.16,10884.51,6963.65,0.3902,16,0.0809,148.3,Delivered
ORD-10321,2025-01-20,Jan,Q1,2025,Latin America,Brazil,Rio de Janeiro,Enterprise,Office Supplies,Printer Paper,Retail Store,9631.69,8047.03,1584.66,0.1645,26,0.1803,13.97,Delivered
ORD-10322,2024-03-02,Mar,Q1,2024,North America,USA,Chicago,Corporate,Office Supplies,Whiteboard,Online,20665.35,11914.62,8750.73,0.4234,21,0.2779,16.43,Delivered
ORD-10323,2025-08-08,Aug,Q3,2025,Africa,Kenya,Nairobi,Small Business,Electronics,LED Monitor,Retail Store,9271.85,6141.64,3130.21,0.3376,28,0.0869,76.4,Delivered
ORD-10324,2025-02-08,Feb,Q1,2025,Asia-Pacific,Singapore,Singapore,Enterprise,Furniture,Office Chair,Direct Sales,12903.61,9463.12,3440.49,0.2666,29,0.1746,118.87,Delivered
ORD-10325,2024-09-20,Sep,Q3,2024,Asia-Pacific,India,Mumbai,Corporate,Apparel,Safety Vest,Direct Sales,23345.92,18683.93,4661.99,0.1997,27,0.3227,44.93,Delayed
ORD-10326,2025-11-05,Nov,Q4,2025,Africa,South Africa,Johannesburg,Consumer,Office Supplies,Ballpoint Pens,Distributor,19615.08,10358.29,9256.79,0.4719,11,0.0055,12.18,Delivered
ORD-10327,2025-08-20,Aug,Q3,2025,Europe,Germany,Berlin,Enterprise,Electronics,Portable Charger,Retail Store,15652.89,9966.32,5686.57,0.3633,21,0.1609,56.93,Delivered
ORD-10328,2025-06-24,Jun,Q2,2025,Asia-Pacific,Japan,Tokyo,Corporate,Furniture,Meeting Table,Distributor,14280.16,11783.97,2496.19,0.1748,23,0.3713,168.38,Delivered
ORD-10329,2025-12-09,Dec,Q4,2025,Asia-Pacific,Singapore,Singapore,Small Business,Apparel,Uniform Shirt,Retail Store,20129.91,13615.9,6514.01,0.3236,20,0.376,43.48,Delivered
ORD-10330,2024-07-07,Jul,Q3,2024,Europe,UK,London,Small Business,Furniture,Bookshelf,Online,1454.33,867.29,587.04,0.4036,25,0.2595,131.24,Delivered
ORD-10331,2024-03-04,Mar,Q1,2024,Latin America,Brazil,São Paulo,Small Business,Electronics,Smart Speaker,Distributor,23723.74,18331.0,5392.74,0.2273,50,0.0077,110.97,Delivered
ORD-10332,2024-02-12,Feb,Q1,2024,Latin America,Argentina,Buenos Aires,Corporate,Electronics,Portable Charger,Direct Sales,10106.99,8002.99,2104.0,0.2082,13,0.2338,114.26,Delivered
ORD-10333,2025-03-13,Mar,Q1,2025,Europe,UK,London,Enterprise,Electronics,Portable Charger,Retail Store,1756.54,1251.35,505.19,0.2876,26,0.0338,138.1,In Transit
ORD-10334,2024-05-23,May,Q2,2024,Asia-Pacific,Singapore,Singapore,Small Business,Office Supplies,Whiteboard,Distributor,20085.74,11562.95,8522.79,0.4243,35,0.0802,17.87,Delivered
ORD-10335,2024-08-10,Aug,Q3,2024,North America,Canada,Vancouver,Corporate,Electronics,LED Monitor,Distributor,9959.44,8249.28,1710.16,0.1717,17,0.341,58.51,Delivered
ORD-10336,2025-06-06,Jun,Q2,2025,Europe,Germany,Munich,Small Business,Electronics,Smart Speaker,Retail Store,1475.04,823.99,651.05,0.4414,24,0.0404,64.73,Delivered
ORD-10337,2025-09-29,Sep,Q3,2025,North America,Canada,Toronto,Enterprise,Office Supplies,Whiteboard,Retail Store,20682.8,15220.43,5462.37,0.2641,28,0.1421,8.44,Delivered
ORD-10338,2024-04-10,Apr,Q2,2024,Europe,France,Paris,Small Business,Furniture,Standing Desk,Distributor,14128.87,9430.65,4698.22,0.3325,32,0.0624,256.11,Delivered
ORD-10339,2024-05-07,May,Q2,2024,Asia-Pacific,Australia,Sydney,Enterprise,Electronics,"Tablet 10""",Online,7730.94,4849.88,2881.06,0.3727,42,0.1128,69.07,Delivered
ORD-10340,2024-03-29,Mar,Q1,2024,Europe,UK,London,Enterprise,Technology,Wireless Mouse,Distributor,3246.28,2633.81,612.47,0.1887,13,0.3958,69.72,Delivered
ORD-10341,2025-12-31,Dec,Q4,2025,Africa,Nigeria,Lagos,Consumer,Technology,USB Hub,Direct Sales,16486.26,8954.21,7532.05,0.4569,35,0.3199,95.88,Delivered
ORD-10342,2024-07-05,Jul,Q3,2024,North America,Canada,Vancouver,Consumer,Technology,Laptop Pro,Online,18432.37,11814.62,6617.75,0.359,26,0.3478,117.62,Delivered
ORD-10343,2024-03-12,Mar,Q1,2024,North America,Canada,Vancouver,Enterprise,Office Supplies,Ballpoint Pens,Online,5545.87,4526.08,1019.79,0.1839,45,0.1626,16.56,Delivered
ORD-10344,2025-02-25,Feb,Q1,2025,North America,USA,Chicago,Corporate,Office Supplies,Sticky Notes,Direct Sales,21143.51,15550.37,5593.14,0.2645,5,0.07,10.81,Delivered
ORD-10345,2025-12-25,Dec,Q4,2025,Europe,France,Paris,Small Business,Electronics,Noise Cancelling Headphones,Online,19835.61,11528.84,8306.77,0.4188,20,0.1506,76.54,Delayed
ORD-10346,2024-09-29,Sep,Q3,2024,Europe,Germany,Munich,Small Business,Apparel,Safety Vest,Retail Store,14789.7,11331.89,3457.81,0.2338,37,0.1865,19.63,In Transit
ORD-10347,2024-01-02,Jan,Q1,2024,Europe,Germany,Berlin,Corporate,Apparel,Branded Hoodie,Online,11944.63,6827.04,5117.59,0.4284,43,0.0122,25.21,In Transit
ORD-10348,2025-04-11,Apr,Q2,2025,Latin America,Mexico,Mexico City,Consumer,Electronics,Smart Speaker,Direct Sales,1351.05,882.73,468.32,0.3466,30,0.2205,133.92,Delivered
ORD-10349,2024-01-01,Jan,Q1,2024,Latin America,Mexico,Mexico City,Small Business,Furniture,Office Chair,Direct Sales,18142.5,10272.26,7870.24,0.4338,14,0.366,284.47,Delivered
ORD-10350,2024-09-24,Sep,Q3,2024,North America,USA,Chicago,Enterprise,Furniture,Bookshelf,Distributor,16322.74,12031.29,4291.45,0.2629,33,0.0948,213.16,Delivered
ORD-10351,2025-02-10,Feb,Q1,2025,Europe,Netherlands,Amsterdam,Consumer,Office Supplies,Printer Paper,Online,8692.59,5240.08,3452.51,0.3972,49,0.1329,8.12,Delivered
ORD-10352,2025-10-29,Oct,Q4,2025,Asia-Pacific,India,Mumbai,Corporate,Office Supplies,Ballpoint Pens,Retail Store,15030.73,12318.07,2712.66,0.1805,4,0.1402,12.6,Delivered
ORD-10353,2024-09-25,Sep,Q3,2024,Latin America,Brazil,Rio de Janeiro,Enterprise,Technology,Laptop Pro,Direct Sales,24753.71,15090.04,9663.67,0.3904,35,0.0569,107.96,Delivered
ORD-10354,2024-07-28,Jul,Q3,2024,North America,Canada,Toronto,Enterprise,Furniture,Filing Cabinet,Retail Store,2399.78,1429.15,970.63,0.4045,16,0.2841,168.29,Delivered
ORD-10355,2025-06-20,Jun,Q2,2025,Europe,UK,London,Corporate,Furniture,Office Chair,Retail Store,6898.71,5423.03,1475.68,0.2139,19,0.3617,251.41,Delivered
ORD-10356,2025-04-08,Apr,Q2,2025,North America,USA,Chicago,Enterprise,Technology,Webcam 4K,Direct Sales,10119.92,7742.88,2377.04,0.2349,31,0.1427,63.61,Delivered
ORD-10357,2025-11-18,Nov,Q4,2025,North America,USA,New York,Corporate,Office Supplies,Stapler Set,Online,20790.63,13930.47,6860.16,0.33,22,0.0693,9.25,Delivered
ORD-10358,2024-05-22,May,Q2,2024,Europe,Germany,Munich,Corporate,Electronics,"Tablet 10""",Online,9813.99,6088.45,3725.54,0.3796,6,0.361,123.3,Delivered
ORD-10359,2024-03-31,Mar,Q1,2024,Europe,Netherlands,Amsterdam,Enterprise,Office Supplies,Sticky Notes,Direct Sales,8237.19,4850.7,3386.49,0.4111,49,0.0331,19.2,Delivered
ORD-10360,2024-08-24,Aug,Q3,2024,Africa,Kenya,Nairobi,Consumer,Office Supplies,Whiteboard,Retail Store,1774.13,1321.54,452.59,0.2551,48,0.3134,16.75,Delivered
ORD-10361,2024-04-17,Apr,Q2,2024,Latin America,Mexico,Mexico City,Corporate,Apparel,Safety Vest,Direct Sales,23464.06,13864.56,9599.5,0.4091,28,0.3934,44.09,Delivered
ORD-10362,2025-11-26,Nov,Q4,2025,Europe,France,Paris,Consumer,Electronics,"Tablet 10""",Distributor,24736.85,17369.5,7367.35,0.2978,1,0.1011,85.92,Delivered
ORD-10363,2025-02-08,Feb,Q1,2025,North America,USA,Chicago,Consumer,Technology,Laptop Pro,Retail Store,2208.74,1810.09,398.65,0.1805,17,0.1433,85.26,Delivered
ORD-10364,2025-06-09,Jun,Q2,2025,Africa,Kenya,Nairobi,Corporate,Apparel,Safety Vest,Online,7651.82,5644.9,2006.92,0.2623,35,0.0067,17.3,Delivered
ORD-10365,2025-02-10,Feb,Q1,2025,North America,USA,Los Angeles,Corporate,Apparel,Branded Hoodie,Direct Sales,16388.59,11419.01,4969.58,0.3032,50,0.3885,36.44,Delivered
ORD-10366,2024-01-13,Jan,Q1,2024,Latin America,Mexico,Mexico City,Small Business,Office Supplies,Sticky Notes,Distributor,2012.4,1486.1,526.3,0.2615,19,0.0926,21.6,Delivered
ORD-10367,2024-02-13,Feb,Q1,2024,Africa,South Africa,Johannesburg,Consumer,Office Supplies,Stapler Set,Online,18775.71,13712.95,5062.76,0.2696,6,0.2703,8.55,Delivered
ORD-10368,2024-07-05,Jul,Q3,2024,Latin America,Argentina,Buenos Aires,Corporate,Electronics,Noise Cancelling Headphones,Retail Store,21995.32,13443.39,8551.93,0.3888,31,0.0383,146.87,Delivered
ORD-10369,2024-06-07,Jun,Q2,2024,North America,Canada,Vancouver,Corporate,Electronics,Portable Charger,Distributor,15782.53,9630.33,6152.2,0.3898,35,0.0365,54.31,Delivered
ORD-10370,2025-02-26,Feb,Q1,2025,Latin America,Brazil,Rio de Janeiro,Small Business,Apparel,Work Boots,Retail Store,21132.18,16247.37,4884.81,0.2312,46,0.043,30.01,Delivered
ORD-10371,2025-09-09,Sep,Q3,2025,Europe,Germany,Munich,Enterprise,Technology,Webcam 4K,Retail Store,8197.76,6144.19,2053.57,0.2505,3,0.3314,95.74,Delivered
ORD-10372,2025-03-27,Mar,Q1,2025,North America,USA,New York,Small Business,Apparel,Safety Vest,Retail Store,9618.08,7435.41,2182.67,0.2269,11,0.1818,44.93,Delivered
ORD-10373,2024-03-16,Mar,Q1,2024,North America,USA,Los Angeles,Consumer,Office Supplies,Printer Paper,Online,15606.56,10517.47,5089.09,0.3261,47,0.1679,21.25,Delivered
ORD-10374,2024-10-07,Oct,Q4,2024,Latin America,Brazil,Rio de Janeiro,Consumer,Technology,Wireless Mouse,Retail Store,17291.1,8745.97,8545.13,0.4942,30,0.0401,92.94,In Transit
ORD-10375,2024-04-25,Apr,Q2,2024,Europe,Germany,Munich,Small Business,Office Supplies,Sticky Notes,Online,24369.8,19591.94,4777.86,0.1961,17,0.0926,21.4,In Transit
ORD-10376,2024-02-23,Feb,Q1,2024,Asia-Pacific,Japan,Tokyo,Enterprise,Technology,Mechanical Keyboard,Retail Store,18305.82,14197.63,4108.19,0.2244,16,0.0045,64.51,Delayed
ORD-10377,2024-10-30,Oct,Q4,2024,Europe,France,Paris,Enterprise,Apparel,Uniform Shirt,Distributor,1640.95,976.4,664.55,0.405,27,0.2838,42.13,Delivered
ORD-10378,2025-07-28,Jul,Q3,2025,Latin America,Argentina,Buenos Aires,Consumer,Office Supplies,Printer Paper,Distributor,5729.37,3044.99,2684.38,0.4685,21,0.035,10.4,Delivered
ORD-10379,2025-09-21,Sep,Q3,2025,Africa,Kenya,Nairobi,Enterprise,Apparel,Branded Hoodie,Distributor,12364.13,8278.24,4085.89,0.3305,37,0.291,35.81,Delivered
ORD-10380,2025-03-11,Mar,Q1,2025,Asia-Pacific,Singapore,Singapore,Corporate,Apparel,Work Boots,Distributor,13730.63,8600.54,5130.09,0.3736,25,0.1073,27.25,Delayed
ORD-10381,2024-05-25,May,Q2,2024,Africa,Nigeria,Lagos,Enterprise,Apparel,Safety Vest,Distributor,6238.35,3855.67,2382.68,0.3819,29,0.1379,24.36,In Transit
ORD-10382,2025-07-03,Jul,Q3,2025,Latin America,Mexico,Mexico City,Small Business,Technology,USB Hub,Online,2729.23,2069.53,659.7,0.2417,5,0.0625,68.84,Delivered
ORD-10383,2024-10-26,Oct,Q4,2024,Europe,Netherlands,Amsterdam,Corporate,Technology,Wireless Mouse,Distributor,24434.27,18730.98,5703.29,0.2334,30,0.1407,80.57,Returned
ORD-10384,2025-02-18,Feb,Q1,2025,Asia-Pacific,Singapore,Singapore,Enterprise,Furniture,Bookshelf,Direct Sales,15507.42,12370.29,3137.13,0.2023,24,0.2257,140.31,Delivered
ORD-10385,2024-09-01,Sep,Q3,2024,Asia-Pacific,India,Mumbai,Small Business,Apparel,Uniform Shirt,Distributor,20477.67,13766.75,6710.92,0.3277,31,0.1884,20.85,Delivered
ORD-10386,2025-07-12,Jul,Q3,2025,Latin America,Brazil,São Paulo,Corporate,Furniture,Standing Desk,Direct Sales,1619.08,1191.39,427.69,0.2642,11,0.3917,269.38,Delivered
ORD-10387,2024-01-12,Jan,Q1,2024,Asia-Pacific,India,Bengaluru,Small Business,Technology,Wireless Mouse,Online,14426.44,7937.26,6489.18,0.4498,30,0.1512,41.47,Delivered
ORD-10388,2025-03-19,Mar,Q1,2025,Europe,Germany,Berlin,Consumer,Technology,Wireless Mouse,Distributor,3361.25,2505.76,855.49,0.2545,22,0.0488,49.08,Delivered
ORD-10389,2024-12-01,Dec,Q4,2024,Europe,Germany,Munich,Consumer,Furniture,Filing Cabinet,Direct Sales,793.31,468.46,324.85,0.4095,10,0.0326,105.57,Delivered
ORD-10390,2024-02-29,Feb,Q1,2024,Europe,Germany,Berlin,Small Business,Electronics,LED Monitor,Direct Sales,15871.95,12413.33,3458.62,0.2179,14,0.1592,109.2,Delivered
ORD-10391,2024-12-05,Dec,Q4,2024,Africa,Kenya,Nairobi,Enterprise,Apparel,Branded Hoodie,Retail Store,15062.71,12081.09,2981.62,0.1979,14,0.3201,19.52,Delivered
ORD-10392,2025-03-29,Mar,Q1,2025,Latin America,Brazil,São Paulo,Enterprise,Apparel,Uniform Shirt,Direct Sales,16941.39,11916.89,5024.5,0.2966,36,0.2458,22.61,In Transit
ORD-10393,2024-05-02,May,Q2,2024,Asia-Pacific,Singapore,Singapore,Enterprise,Apparel,Safety Vest,Retail Store,1157.5,848.18,309.32,0.2672,12,0.1294,31.7,Delivered
ORD-10394,2025-12-11,Dec,Q4,2025,Latin America,Brazil,São Paulo,Consumer,Electronics,Smart Speaker,Online,10110.48,6112.53,3997.95,0.3954,40,0.1153,139.12,Delivered
ORD-10395,2024-09-01,Sep,Q3,2024,Asia-Pacific,India,Mumbai,Enterprise,Office Supplies,Whiteboard,Distributor,22479.82,15558.41,6921.41,0.3079,29,0.034,13.2,In Transit
ORD-10396,2025-05-22,May,Q2,2025,Asia-Pacific,India,Mumbai,Enterprise,Technology,USB Hub,Direct Sales,4504.73,2890.48,1614.25,0.3583,47,0.3907,47.01,Delivered
ORD-10397,2025-06-11,Jun,Q2,2025,Asia-Pacific,Australia,Sydney,Corporate,Office Supplies,Printer Paper,Distributor,7713.02,6176.93,1536.09,0.1992,17,0.1956,16.38,Delivered
ORD-10398,2024-04-21,Apr,Q2,2024,Asia-Pacific,India,Mumbai,Small Business,Electronics,Portable Charger,Online,17366.21,13570.54,3795.67,0.2186,45,0.1027,92.59,Delivered
ORD-10399,2024-04-11,Apr,Q2,2024,Asia-Pacific,Singapore,Singapore,Small Business,Apparel,Work Boots,Direct Sales,7757.49,6186.49,1571.0,0.2025,47,0.2468,20.89,In Transit
ORD-10400,2024-07-18,Jul,Q3,2024,Europe,Germany,Munich,Enterprise,Office Supplies,Stapler Set,Distributor,13580.22,10746.65,2833.57,0.2087,20,0.2608,22.13,Delivered
ORD-10401,2024-07-25,Jul,Q3,2024,Asia-Pacific,India,Bengaluru,Corporate,Office Supplies,Sticky Notes,Retail Store,6867.48,4173.5,2693.98,0.3923,6,0.1009,16.7,Delivered
ORD-10402,2025-07-30,Jul,Q3,2025,Asia-Pacific,Japan,Tokyo,Enterprise,Office Supplies,Whiteboard,Direct Sales,17573.28,14577.95,2995.33,0.1704,46,0.1349,15.45,Delivered
ORD-10403,2025-08-22,Aug,Q3,2025,North America,Canada,Vancouver,Consumer,Apparel,Corporate Polo,Direct Sales,9958.84,6050.33,3908.51,0.3925,49,0.2704,26.1,Delivered
ORD-10404,2024-08-02,Aug,Q3,2024,Africa,Kenya,Nairobi,Corporate,Electronics,Portable Charger,Distributor,20412.66,13820.92,6591.74,0.3229,29,0.1357,66.19,Delivered
ORD-10405,2024-12-13,Dec,Q4,2024,North America,USA,Chicago,Enterprise,Electronics,Noise Cancelling Headphones,Online,22093.51,16147.96,5945.55,0.2691,38,0.1549,94.2,Delivered
ORD-10406,2024-08-31,Aug,Q3,2024,Europe,Germany,Berlin,Corporate,Technology,Wireless Mouse,Online,11987.66,6460.43,5527.23,0.4611,7,0.2101,109.45,Delivered
ORD-10407,2025-11-03,Nov,Q4,2025,North America,Canada,Toronto,Consumer,Electronics,Smart Speaker,Direct Sales,5299.89,2727.79,2572.1,0.4853,26,0.086,86.36,In Transit
ORD-10408,2024-07-07,Jul,Q3,2024,Asia-Pacific,Singapore,Singapore,Enterprise,Office Supplies,Ballpoint Pens,Retail Store,16991.96,10852.92,6139.04,0.3613,32,0.3632,11.94,Delivered
ORD-10409,2025-06-11,Jun,Q2,2025,Asia-Pacific,Japan,Tokyo,Small Business,Electronics,Noise Cancelling Headphones,Online,8046.17,6356.1,1690.07,0.21,48,0.2346,58.02,Delivered
ORD-10410,2024-07-21,Jul,Q3,2024,Europe,France,Paris,Enterprise,Electronics,Smart Speaker,Retail Store,23527.92,19897.85,3630.07,0.1543,1,0.1292,82.57,Delivered
ORD-10411,2025-01-24,Jan,Q1,2025,Latin America,Argentina,Buenos Aires,Enterprise,Office Supplies,Whiteboard,Retail Store,23404.84,18335.03,5069.81,0.2166,42,0.1925,21.76,Delivered
ORD-10412,2024-06-03,Jun,Q2,2024,North America,Canada,Vancouver,Enterprise,Apparel,Corporate Polo,Distributor,11052.41,5737.28,5315.13,0.4809,39,0.1524,32.98,Delivered
ORD-10413,2025-11-13,Nov,Q4,2025,Europe,France,Paris,Corporate,Apparel,Branded Hoodie,Online,5002.51,3530.77,1471.74,0.2942,11,0.3305,25.59,In Transit
ORD-10414,2025-08-27,Aug,Q3,2025,Europe,France,Paris,Small Business,Furniture,Office Chair,Distributor,10412.11,5806.0,4606.11,0.4424,16,0.3465,183.02,Delivered
ORD-10415,2024-06-27,Jun,Q2,2024,North America,USA,New York,Corporate,Apparel,Work Boots,Distributor,7155.77,4514.09,2641.68,0.3692,10,0.2172,33.76,In Transit
ORD-10416,2024-05-02,May,Q2,2024,Asia-Pacific,Japan,Tokyo,Corporate,Electronics,Noise Cancelling Headphones,Distributor,9689.05,6483.46,3205.59,0.3308,38,0.2047,88.28,Delivered
ORD-10417,2024-05-01,May,Q2,2024,Latin America,Mexico,Mexico City,Enterprise,Office Supplies,Whiteboard,Distributor,14389.26,8211.15,6178.11,0.4294,13,0.3978,11.37,Delivered
ORD-10418,2024-11-22,Nov,Q4,2024,Europe,Germany,Berlin,Corporate,Technology,Webcam 4K,Direct Sales,23654.68,15565.91,8088.77,0.342,46,0.1817,114.95,Delivered
